"|,""latitude"",""longitude"",""sicaklik"",""timestamp"""
"-Lw4erJ7OFcgr5VjfdEO,""40.742264"",""30.325671"",""24.586589"",""1576348120682"""
"-Lw4ev7rl8IeYdXiBXlR,""40.742264"",""30.325671"",""24.586589"",""1576348136351"""
"-Lw4vrDbE0ixGhjsydDW,""40.742264"",""30.325671"",""20.924479"",""1576352576684"""
"-Lw4vv054d8dwB-uvDut,""40.742264"",""30.325671"",""21.738281"",""1576352592271"""
"-Lw4vypPZUmGg3EsW6fY,""40.742264"",""30.325671"",""21.33138"",""1576352607942"""
"-Lw4w1eDjvsTr-QSoj9i,""40.742264"",""30.325671"",""20.517578"",""1576352623640"""
"-Lw4w5TzWs4O5fmGLqMa,""40.742264"",""30.325671"",""20.517578"",""1576352639274"""
"-Lw4w9I0tkaZ6xcWopRq,""40.742264"",""30.325671"",""20.110677"",""1576352654841"""
"-Lw4wD6VckBs1aPXdyRt,""40.742264"",""30.325671"",""16.855469"",""1576352670504"""
"-Lw4wGvn0K7iKA-gEwUB,""40.742264"",""30.325671"",""19.296875"",""1576352686183"""
"-Lw4wKk_2EdiBcf30p2t,""40.742264"",""30.325671"",""18.483073"",""1576352701841"""
"-Lw4wOZg537lJqhgmqX8,""40.742264"",""30.325671"",""18.483073"",""1576352717403"""
"-Lw4wSN_11dyhpiz2Onc,""40.742264"",""30.325671"",""18.076172"",""1576352732973"""
"-Lw4wWAnNVd6rmm-Ttun,""40.742264"",""30.325671"",""18.076172"",""1576352748636"""
"-Lw4w_-f3O6a89SgqGuG,""40.742264"",""30.325671"",""18.076172"",""1576352764309"""
"-Lw4wcpt_qlmd-7tSxwE,""40.742264"",""30.325671"",""18.076172"",""1576352779977"""
"-Lw4wgeBccJ_m4kr0I9m,""40.742264"",""30.325671"",""17.669271"",""1576352795547"""
"-Lw4wkSewvROrkxPnagI,""40.742264"",""30.325671"",""17.669271"",""1576352811207"""
"-Lw4woHCk7I59IfzcYY0,""40.742264"",""30.325671"",""17.669271"",""1576352826876"""
"-Lw4ws68bE1ptMD8wVrZ,""40.742264"",""30.325671"",""17.669271"",""1576352842541"""
"-Lw4wvvmmXeQ_deCeCvr,""40.742264"",""30.325671"",""17.669271"",""1576352858218"""
"-Lw4wzkcOihl0sPloKDj,""40.742264"",""30.325671"",""17.26237"",""1576352873872"""
"-Lw4x2_r_CbxsIqc2tDR,""40.742264"",""30.325671"",""17.26237"",""1576352889522"""
"-Lw4x6PPztT-W4Iq5Lel,""40.742264"",""30.325671"",""17.26237"",""1576352905224"""
"-Lw4xAEV8FRIsKniPZl0,""40.742264"",""30.325671"",""17.26237"",""1576352920889"""
"-Lw4xE3DoWMY4v5mqLeR,""40.742264"",""30.325671"",""17.26237"",""1576352936547"""
"-Lw4xHsm3kmJUBDylnFW,""40.742264"",""30.325671"",""17.26237"",""1576352952242"""
"-Lw4xLhNDUFfKcg1-3Fv,""40.742264"",""30.325671"",""14.414062"",""1576352968071"""
"-Lw4xP_WhSlQNVpgKU1f,""40.742264"",""30.325671"",""17.26237"",""1576352983747"""
"-Lw4xTPKbKkFybeGPtw_,""40.742264"",""30.325671"",""14.414062"",""1576352999426"""
"-Lw4xXE2lKHGnoxW4Q2n,""40.742264"",""30.325671"",""17.26237"",""1576353015089"""
"-Lw4xa2rf766lJ9FGF1h,""40.742264"",""30.325671"",""17.26237"",""1576353030750"""
"-Lw4xdsuPoOOIw2_0kZy,""40.742264"",""30.325671"",""17.26237"",""1576353046418"""
"-Lw4xhhPcg9Hh7av7QRd,""40.742264"",""30.325671"",""16.855469"",""1576353062083"""
"-Lw4xlXTLNkUtOmXQ-17,""40.742264"",""30.325671"",""16.855469"",""1576353077758"""
"-Lw4xpM0NGoQvvDWC0Hv,""40.742264"",""30.325671"",""16.855469"",""1576353093420"""
"-Lw4xtBYfV-erdI9Yru8,""40.742264"",""30.325671"",""16.448568"",""1576353109092"""
"-Lw4xx-frll6Td8PD4H-,""40.742264"",""30.325671"",""16.448568"",""1576353124757"""
"-Lw4y-paT6-QGAAoX1NE,""40.742264"",""30.325671"",""16.855469"",""1576353140431"""
"-Lw4y3eWEgCrSc0Ug0AB,""40.742264"",""30.325671"",""16.448568"",""1576353156105"""
"-Lw4y7U3NOYrfjcfDWwF,""40.742264"",""30.325671"",""16.448568"",""1576353171757"""
"-Lw4yBJ-pYaE25U9Shpd,""40.742264"",""30.325671"",""16.448568"",""1576353187425"""
"-Lw4yF7pseUjkgqIeZby,""40.742264"",""30.325671"",""16.448568"",""1576353203095"""
"-Lw4yIxSjxjFRp346sT9,""40.742264"",""30.325671"",""16.448568"",""1576353218756"""
"-Lw4yMlTLLnoZY8n5AoI,""40.742264"",""30.325671"",""16.448568"",""1576353234324"""
"-Lw4yQ_Qjo2NRdztapR8,""40.742264"",""30.325671"",""16.448568"",""1576353249992"""
"-Lw4yUOYAsScDMMbeW1a,""40.742264"",""30.325671"",""16.448568"",""1576353265552"""
"-Lw4yYCY0zBgC9UF5i4h,""40.742264"",""30.325671"",""16.448568"",""1576353281244"""
"-Lw4yb1FyqdxfrK3DyTx,""40.742264"",""30.325671"",""16.448568"",""1576353296789"""
"-Lw4yepbhWsnJ3F33Kv4,""40.742264"",""30.325671"",""16.448568"",""1576353312463"""
"-Lw4yieIMqsQrwK97JKd,""40.742264"",""30.325671"",""16.448568"",""1576353328122"""
"-Lw4ymTR0JU6pORE7BDD,""40.742264"",""30.325671"",""16.448568"",""1576353343689"""
"-Lw4yqZT3b_B7_7JGxj5,""40.742264"",""30.325671"",""16.855469"",""1576353360479"""
"-Lw4yuNc4kgG7EXHbC48,""40.742264"",""30.325671"",""16.448568"",""1576353376151"""
"-Lw4yyCaL7ZlV45SE6fg,""40.742264"",""30.325671"",""16.448568"",""1576353391819"""
"-Lw4z11APKeA20U501kf,""40.742264"",""30.325671"",""16.448568"",""1576353407375"""
"-Lw4z4pMxfoPvKRyjYgM,""40.742264"",""30.325671"",""16.448568"",""1576353422939"""
"-Lw4z8cjsjHORf6cHIxW,""40.742264"",""30.325671"",""14.414062"",""1576353438513"""
"-Lw4zCQn78nCty8RGiMK,""40.742264"",""30.325671"",""16.448568"",""1576353454171"""
"-Lw4zGFe0jF5OpzVAyUH,""40.742264"",""30.325671"",""16.448568"",""1576353469841"""
"-Lw4zK3hzH8Tu6YOsvml,""40.742264"",""30.325671"",""16.448568"",""1576353485406"""
"-Lw4zNsawinGN0caAeMT,""40.742264"",""30.325671"",""14.414062"",""1576353500968"""
"-Lw4zRftEliKklaPhzQy,""40.742264"",""30.325671"",""16.448568"",""1576353518051"""
"-Lw4zVr-OZ4K4qLdBXtF,""40.742264"",""30.325671"",""16.855469"",""1576353533738"""
"-Lw4zZfoIjVGiNsrizFQ,""40.742264"",""30.325671"",""14.414062"",""1576353549403"""
"-Lw4zcVbLAvGxRjXRryt,""40.742264"",""30.325671"",""16.448568"",""1576353565079"""
"-Lw4zgKqbUvHPXLTXpsf,""40.742264"",""30.325671"",""16.448568"",""1576353580739"""
"-Lw4zk9ECqQyKVXA3X7A,""40.742264"",""30.325671"",""16.448568"",""1576353596408"""
"-Lw4znz2II6TEs1F-uxl,""40.742264"",""30.325671"",""16.448568"",""1576353612076"""
"-Lw4zrnuiJIuogB-EizG,""40.742264"",""30.325671"",""16.448568"",""1576353627748"""
"-Lw4zvcc-ws4ZKa8umN0,""40.742264"",""30.325671"",""16.448568"",""1576353643411"""
"-Lw4zzSR4Kmvfiay3qck,""40.742264"",""30.325671"",""16.448568"",""1576353659075"""
"-Lw5-2HC15h-Fyp7Y3oD,""40.742264"",""30.325671"",""16.448568"",""1576353674743"""
"-Lw5-661SjFavNGGDVWo,""40.742264"",""30.325671"",""16.448568"",""1576353690411"""
"-Lw5-9vmZYWFES7WqKPy,""40.742264"",""30.325671"",""16.448568"",""1576353706079"""
"-Lw5-DkZyQaDe8ukMAOz,""40.742264"",""30.325671"",""16.448568"",""1576353721750"""
"-Lw5-HZmseNsB5OoAsNr,""40.742264"",""30.325671"",""16.448568"",""1576353737307"""
"-Lw5-LNYD3A_JSNxsLt5,""40.742264"",""30.325671"",""16.448568"",""1576353752877"""
"-Lw5-PAy4r5-18rLgsBi,""40.742264"",""30.325671"",""16.448568"",""1576353768543"""
"-Lw5-SzrYQBYmis3GeMc,""40.742264"",""30.325671"",""16.448568"",""1576353784107"""
"-Lw5-Wnli8sxDbiqpvnr,""40.742264"",""30.325671"",""16.448568"",""1576353799773"""
"-Lw5-_cdmkeamlGJhOhr,""40.742264"",""30.325671"",""16.448568"",""1576353815441"""
"-Lw5-dSLyn19Qj-hRkOP,""40.742264"",""30.325671"",""13.60026"",""1576353831010"""
"-Lw5-hFc5x1C2ZrG0A4_,""40.742264"",""30.325671"",""16.448568"",""1576353846672"""
"-Lw5-l4Re1TorIfmPSgB,""40.742264"",""30.325671"",""16.448568"",""1576353862339"""
"-Lw5-ouBV0ve3JeU1drl,""40.742264"",""30.325671"",""16.448568"",""1576353878031"""
"-Lw5-siiRUrOhUNSLkYD,""40.742264"",""30.325671"",""16.448568"",""1576353893571"""
"-Lw5-wXJqnXCc3d3LDNT,""40.742264"",""30.325671"",""16.448568"",""1576353909250"""
"-Lw50-LyfHte57jO9Cf-,""40.742264"",""30.325671"",""16.448568"",""1576353924945"""
"-Lw503AxIWviNCF6JCT7,""40.742264"",""30.325671"",""16.448568"",""1576353940478"""
"-Lw506z-N3yHRSFoIbo-,""40.742264"",""30.325671"",""16.448568"",""1576353956139"""
"-Lw50Ann_G5HNhXfyzZ_,""40.742264"",""30.325671"",""16.448568"",""1576353971804"""
"-Lw50Ece17Y1t2b7Iwsk,""40.742264"",""30.325671"",""16.448568"",""1576353987472"""
"-Lw50ISY50vB20WKBIJ8,""40.742264"",""30.325671"",""13.60026"",""1576354003148"""
"-Lw50MHBoh73bB0G71Zh,""40.742264"",""30.325671"",""16.855469"",""1576354018805"""
"-Lw50Q5DYNhz9Ly9bskm,""40.742264"",""30.325671"",""16.448568"",""1576354034371"""
"-Lw50TuBlpo5LxFqdJu2,""40.742264"",""30.325671"",""16.448568"",""1576354050040"""
"-Lw50Xj10E79Ga9PtfdH,""40.742264"",""30.325671"",""16.448568"",""1576354065703"""
"-Lw50aYn5WJdFhjCKoID,""40.742264"",""30.325671"",""16.448568"",""1576354081373"""
"-Lw50eNcSCExrB59E_TK,""40.742264"",""30.325671"",""16.448568"",""1576354097041"""
"-Lw50iCMmH4lAADXQE7_,""40.742264"",""30.325671"",""14.414062"",""1576354112605"""
"-Lw50m-aFMBFRXMs57sG,""40.742264"",""30.325671"",""16.448568"",""1576354128276"""
"-Lw50q6ObeoL8FO7szMC,""40.742264"",""30.325671"",""16.855469"",""1576354145066"""
"-Lw50tvqHEEtOq7ljTh1,""40.742264"",""30.325671"",""16.855469"",""1576354160653"""
"-Lw50xj-SX6mau7nLn7R,""40.742264"",""30.325671"",""16.855469"",""1576354176298"""
"-Lw510Yo4NzFagwFK5YY,""40.742264"",""30.325671"",""16.855469"",""1576354191966"""
"-Lw514N_XDBghokd9vuT,""40.742264"",""30.325671"",""16.855469"",""1576354207634"""
"-Lw518CPY_8zLRVenx7A,""40.742264"",""30.325671"",""16.855469"",""1576354223307"""
"-Lw51C0_hkpD6-n4yaQ6,""40.742264"",""30.325671"",""16.855469"",""1576354238863"""
"-Lw51FpWLUjjl4-mUcpq,""40.742264"",""30.325671"",""17.26237"",""1576354254535"""
"-Lw51JeIvNSwanAx3XHn,""40.742264"",""30.325671"",""16.855469"",""1576354270199"""
"-Lw51NU28jCmmgj_ebgH,""40.742264"",""30.325671"",""14.414062"",""1576354285866"""
"-Lw51RIrevKLSi42vW55,""40.742264"",""30.325671"",""16.855469"",""1576354301534"""
"-Lw51V7fxpbEuDcg18gr,""40.742264"",""30.325671"",""16.855469"",""1576354317209"""
"-Lw51YxQBcdRHU3hwwwh,""40.742264"",""30.325671"",""16.855469"",""1576354332866"""
"-Lw51bmM_1_R1LzXiYXy,""40.742264"",""30.325671"",""16.855469"",""1576354348437"""
"-Lw51f_OrxNr5Zva1Sov,""40.742264"",""30.325671"",""16.855469"",""1576354364109"""
"-Lw51jPBfRCMfidA_Age,""40.742264"",""30.325671"",""16.855469"",""1576354379766"""
"-Lw51nE-Mh9mcWS-_G_Y,""40.742264"",""30.325671"",""16.855469"",""1576354395331"""
"-Lw51r1BSDsJPFgNodIv,""40.742264"",""30.325671"",""16.855469"",""1576354410896"""
"-Lw51upZbzIsYQxNyr7v,""40.742264"",""30.325671"",""16.855469"",""1576354426564"""
"-Lw51yeE49zQuJbl5RpV,""40.742264"",""30.325671"",""16.855469"",""1576354442235"""
"-Lw521TzFhhwinG3pIku,""40.742264"",""30.325671"",""16.448568"",""1576354457896"""
"-Lw525IwqHyqSC72WAaw,""40.742264"",""30.325671"",""16.855469"",""1576354473565"""
"-Lw5297a1f3avQQEanzl,""40.742264"",""30.325671"",""16.855469"",""1576354489234"""
"-Lw52CxNEDk2g2SG5HGg,""40.742264"",""30.325671"",""16.448568"",""1576354504799"""
"-Lw52Gkoxg0Ektjbf7hv,""40.742264"",""30.325671"",""16.448568"",""1576354520463"""
"-Lw52K_N0CNh0Orvh2op,""40.742264"",""30.325671"",""16.448568"",""1576354536141"""
"-Lw52OP95cm5kyvvyx5V,""40.742264"",""30.325671"",""16.855469"",""1576354551696"""
"-Lw52SCOPKq9n5OWhfA7,""40.742264"",""30.325671"",""16.448568"",""1576354567364"""
"-Lw52W1FOwCxWdjcWmS9,""40.742264"",""30.325671"",""16.855469"",""1576354582934"""
"-Lw52ZpXGQ9SL3xGKhJu,""40.742264"",""30.325671"",""16.855469"",""1576354598594"""
"-Lw52ceEsQ10BclmW_Uu,""40.742264"",""30.325671"",""16.855469"",""1576354614263"""
"-Lw52gTyDEUJuSKI91A_,""40.742264"",""30.325671"",""16.855469"",""1576354629930"""
"-Lw52kIymBgO4CKlXMJR,""40.742264"",""30.325671"",""16.855469"",""1576354645597"""
"-Lw52o7aUksKgzBurJcd,""40.742264"",""30.325671"",""16.855469"",""1576354661268"""
"-Lw52rxV9RoCYZuEfEQK,""40.742264"",""30.325671"",""16.855469"",""1576354676933"""
"-Lw52vmJbsR_sk6WMHV1,""40.742264"",""30.325671"",""16.855469"",""1576354692597"""
"-Lw52zb-_gufdku5lmS1,""40.742264"",""30.325671"",""16.855469"",""1576354708267"""
"-Lw532QnGffX-GRYJSEO,""40.742264"",""30.325671"",""16.855469"",""1576354723933"""
"-Lw536FdizJ0wQ8o1Dtb,""40.742264"",""30.325671"",""16.855469"",""1576354739606"""
"-Lw53A4OWwm6I195pqjZ,""40.742264"",""30.325671"",""16.855469"",""1576354755271"""
"-Lw53DuBVIjgm1p0RgTv,""40.742264"",""30.325671"",""16.855469"",""1576354770935"""
"-Lw53HjYxder2gPPeUye,""40.742264"",""30.325671"",""16.855469"",""1576354786600"""
"-Lw53LYopVgeQSeX0lcM,""40.742264"",""30.325671"",""16.855469"",""1576354802271"""
"-Lw53PNZ0G6p1GQ4E2Sm,""40.742264"",""30.325671"",""16.448568"",""1576354817838"""
"-Lw53TAuIZi2mRSHItOT,""40.742264"",""30.325671"",""16.448568"",""1576354833402"""
"-Lw53WyzyjkQtaaVi1bO,""40.742264"",""30.325671"",""16.855469"",""1576354848963"""
"-Lw53_mRQUEAMxid1wG2,""40.742264"",""30.325671"",""16.855469"",""1576354864540"""
"-Lw53d_Pdd8oE43hXi0a,""40.742264"",""30.325671"",""16.855469"",""1576354880200"""
"-Lw53hOWZgspPLTgB3MA,""40.742264"",""30.325671"",""16.855469"",""1576354895761"""
"-Lw53lCOndydV5Qx15mo,""40.742264"",""30.325671"",""16.855469"",""1576354911339"""
"-Lw53pHbYzuRsY91HD3E,""40.742264"",""30.325671"",""16.855469"",""1576354928041"""
"-Lw53t4TDNR3rMOZBDrX,""40.742264"",""30.325671"",""14.414062"",""1576354943685"""
"-Lw53wuE6JScKI6PxvJK,""40.742264"",""30.325671"",""16.855469"",""1576354959353"""
"-Lw54-j16zVP40ZSAJ90,""40.742264"",""30.325671"",""16.855469"",""1576354975019"""
"-Lw543YKFXFf-XYRLbmR,""40.742264"",""30.325671"",""17.26237"",""1576354990589"""
"-Lw547LR3suEF12z59wB,""40.742264"",""30.325671"",""16.855469"",""1576355006149"""
"-Lw54B99NIvUMBCcR0C5,""40.742264"",""30.325671"",""14.414062"",""1576355021712"""
"-Lw54ExT_2a37wQN-6Oj,""40.742264"",""30.325671"",""16.855469"",""1576355037389"""
"-Lw54ImD4BdjepylLjzh,""40.742264"",""30.325671"",""16.855469"",""1576355053061"""
"-Lw54Mb-56P9xbfYa57V,""40.742264"",""30.325671"",""16.855469"",""1576355068716"""
"-Lw54QQnlQdKAzzUxaJI,""40.742264"",""30.325671"",""16.855469"",""1576355084383"""
"-Lw54UFZDqFfFaGMe5ID,""40.742264"",""30.325671"",""16.855469"",""1576355099945"""
"-Lw54Y2pS5LEXvaSfMep,""40.742264"",""30.325671"",""16.855469"",""1576355115615"""
"-Lw54asdtIexw8HQXNd_,""40.742264"",""30.325671"",""16.855469"",""1576355131281"""
"-Lw54egfU4XaaDqYEEQe,""40.742264"",""30.325671"",""16.855469"",""1576355146799"""
"-Lw54iVkj2REh1rd1F4n,""40.742264"",""30.325671"",""16.855469"",""1576355162525"""
"-Lw54mKU3bEJBfWxkvgt,""40.742264"",""30.325671"",""16.855469"",""1576355178189"""
"-Lw54q8fknPvkovPYJvQ,""40.742264"",""30.325671"",""16.855469"",""1576355193748"""
"-Lw54txPRP9PDxxq9Pds,""40.742264"",""30.325671"",""16.855469"",""1576355209419"""
"-Lw54xmCzJs3xqTWIHgV,""40.742264"",""30.325671"",""16.855469"",""1576355225084"""
"-Lw550b6su0UA6d2hld8,""40.742264"",""30.325671"",""16.855469"",""1576355240749"""
"-Lw554QnKcGj-Tqf7Cv8,""40.742264"",""30.325671"",""16.448568"",""1576355256414"""
"-Lw558FYMhFD_rM20QA0,""40.742264"",""30.325671"",""14.414062"",""1576355271978"""
"-Lw55C2o1wyjeFkpM3_C,""40.742264"",""30.325671"",""16.448568"",""1576355287645"""
"-Lw55FsdlNQWew0J5Rxo,""40.742264"",""30.325671"",""16.855469"",""1576355303311"""
"-Lw55JhPtlJKf2YBjnd7,""40.742264"",""30.325671"",""16.855469"",""1576355318982"""
"-Lw55NXEnBUiqZAYZvL5,""40.742264"",""30.325671"",""16.855469"",""1576355334648"""
"-Lw55RM2dl87F2ZrGjYh,""40.742264"",""30.325671"",""14.414062"",""1576355350324"""
"-Lw55VAo3bj7XKhgLuvT,""40.742264"",""30.325671"",""16.855469"",""1576355365982"""
"-Lw55Z-cysm7By1f-A3H,""40.742264"",""30.325671"",""16.448568"",""1576355381649"""
"-Lw55bpTddPgkIbh931r,""40.742264"",""30.325671"",""16.448568"",""1576355397315"""
"-Lw55feDGQi122aclEam,""40.742264"",""30.325671"",""16.855469"",""1576355412984"""
"-Lw55jU0usZ1iui6bRKj,""40.742264"",""30.325671"",""16.855469"",""1576355428652"""
"-Lw55nI4lEmsN14rXKCs,""40.742264"",""30.325671"",""16.855469"",""1576355444221"""
"-Lw55r60NPE_t4pxthwx,""40.742264"",""30.325671"",""14.414062"",""1576355459882"""
"-Lw55uvuNabiYEK-CEKC,""40.742264"",""30.325671"",""16.448568"",""1576355475459"""
"-Lw55yj0DYJWPnh8QwZt,""40.742264"",""30.325671"",""16.448568"",""1576355491115"""
"-Lw561_EoiLV7rZZ9zA3,""40.742264"",""30.325671"",""16.855469"",""1576355506933"""
"-Lw565SSMNb407__xaFA,""40.742264"",""30.325671"",""14.414062"",""1576355522868"""
"-Lw569M0Hnpr4wt02y3L,""40.742264"",""30.325671"",""14.414062"",""1576355538820"""
"-Lw56DENWOOug6fEgDSo,""40.742264"",""30.325671"",""14.414062"",""1576355554709"""
"-Lw56H4O3wu_im_q_7Si,""40.742264"",""30.325671"",""14.414062"",""1576355570375"""
"-Lw56L06B6x008ihSljB,""40.742264"",""30.325671"",""16.855469"",""1576355586450"""
"-Lw56OpSJmQ7XbhEy80K,""40.742264"",""30.325671"",""16.855469"",""1576355602147"""
"-Lw56SeGxEqcW8dx6WAv,""40.742264"",""30.325671"",""16.855469"",""1576355617785"""
"-Lw56WU0wzAGRpA2pHtb,""40.742264"",""30.325671"",""16.855469"",""1576355633455"""
"-Lw56_Ilb_e8gGii0MAX,""40.742264"",""30.325671"",""14.414062"",""1576355649117"""
"-Lw56d7bbVW7eMtbA8qf,""40.742264"",""30.325671"",""16.855469"",""1576355666143"""
"-Lw56hHJBQZA957quci4,""40.742264"",""30.325671"",""16.448568"",""1576355681782"""
"-Lw56l5GoB2GYRL2QIOl,""40.742264"",""30.325671"",""16.855469"",""1576355697348"""
"-Lw56pBepuNFY9xfAqfg,""40.742264"",""30.325671"",""16.855469"",""1576355714167"""
"-Lw56t-tdVLM5fSDzMcV,""40.742264"",""30.325671"",""16.855469"",""1576355729844"""
"-Lw56wpo1YHfLPIVOCDh,""40.742264"",""30.325671"",""16.855469"",""1576355745496"""
"-Lw57-eYmu5eh95GxUrg,""40.742264"",""30.325671"",""16.855469"",""1576355761163"""
"-Lw573UK1kvjB1dnx807,""40.742264"",""30.325671"",""16.855469"",""1576355776828"""
"-Lw577J5GzIs1gE17KsR,""40.742264"",""30.325671"",""14.414062"",""1576355792500"""
"-Lw57B7w1LkFLJVKDNxy,""40.742264"",""30.325671"",""17.26237"",""1576355808176"""
